ID,question,answers
IA0013,roadblocks," Difficult to simulate or replicate wildfire conditions across varying burn severities under experimental or laboratory settings where most chemical analyses must take place. Santín, C., Doerr, S. H., Merino, A., Bucheli, T. D., Bryant, R., Ascough, P., ... & Masiello, C. A. 07. Carbon sequestration potential and physicochemical properties differ between wildfire charcoals and slowpyrolysis biochars. Scientific Reports, 7,  https://www.nature.com/articles/s4598070455
"
IA0014,roadblocks,"It seems there is a lack the necessary longterm study systems to clearly analyze these issues. For example, Bear Brook Watershed in Maine has been useful in analyzing the impacts of acid and nitrogen deposition on whole watersheds Simon et al. 00; Environmental Monitoring and Assessment; Coweeta and Hubbard Brook have also been similarly useful. No LTER or similar longterm funded study system adequately addresses the issue like Bear Brook has been used to study acid and nitrogen. 

Further, to what extent would a western U.S. study system or any other study system adequately capture the variation in biogeochemical responses? In the study system I am most familiar with, the Idaho batholith region, highly erodible granites are a dominant feature affecting wildfire impacts; however, the return interval of highly destructive events has a long return interval Pierce et al. 00; Quaternary Science Reviews. 
"
IA0015,roadblocks,"need more modelers to help with study design and extrapolate point data; to ensure data collection is being done in a modelfriendly way
cost money and time spent on long term projects; would be good to get some sort of long term monitoring project established possibly linked with LTER"
IA0016,roadblocks," The random character of wildfires generally precludes the design of tightly controlled watershed studies. Thus, the lack of prefire data creates substantial challenges for disentangling the effects from wildfires from the local, background variability in biogeochemical cycling. 
 The effects of wildfires on the mechanisms controlling hydrology and biochemistry in the river corridor are complex and will require substantial longterm funding to enable collection of sufficient data to develop models from reaction to basinscale. However, even then, a substantial roadblock will be the transferability of the developed knowledge to other regions and within regions given nonstationary climate."
IA0017,roadblocks," Collecting simultaneous instream suspended in river channel and depositional data alluvial fans, coastal basins, lakes will allow us to link contemporaneous wildfire activity and hydrologic events within the region to patterns observed within the sedimentary record. Calibration studies are essential for contextualizing modern wildfire activity within historic and geologic fire regimes Hawthorne et al., 08. Success in achieving this goal requires improved communication and collaboration across scientific disciplines see answers to previous topic.

 Given the unpredictable nature of wildfire, its biogeochemical effects in terrestrial and marine environments are extremely difficult and logistically challenging to capture in real time. Sensor data can be used to safely acquire biogeochemical data during and immediately after fire, but proper calibration of these sensors determines their utility in this kind of work. Funding and personnel support for capturing wildfire events is needed a priori – Even applying for an NSF RAPID proposal can be too slow for getting a modest amount of support needed to simply get to field sites and grab samples in a timely manner. Again, I do not have a peerreviewed citation to support this perspective – Mainly from personal experience.

REFERENCE

Hawthorne, D., et al. 08 Global Modern Charcoal Dataset GMCD: A tool for exploring proxyfire linkages and spatial patterns of biomass burning. Quaternary International 488, 37."
IA0018,roadblocks,"Long term sites/monitoring infrastructure. Ability to know a system pre and post fire and be able to study it for decades e.g., Luo et al., 0 0./j.365486.00.065.x."
IA0019,roadblocks,"Multiple analytical methods, which sometimes do not provide a clear path for comparison."
IA0020,roadblocks,"To address these research gaps, high resolution in stream sensors capable of detecting both concentration and compositional shifts in postfire water quality e.g., nitrate, CDOM and FDOM sensors; Vaughan et al., 07 should be deployed in burned watersheds and coupled with realtime hydrologic measurements and in situ soil sensors. In situ sensors can provide important near realtime information for water supply management decisions, while also producing expansive short and longterm datasets that can help advance the understanding of the magnitude, timing, and duration of water quality responses."
IA0021,roadblocks, The inherently high spatial heterogeneity of terrestrial and aquatic environments;  Difficulties in tracking the origin and trajectory of PyOM across terrestrialaquatic boundaries
IA0022,roadblocks," Inadequate frequency and range i.e., type of analyses conducted of data collection i.e., relevant time scales vary across stakeholder groups and  Recognizing how ecosytem and human/drinking water/landscape impacts of wildfire do and do not overlap"
IA0023,roadblocks,"There is a lack of integration across scientific disciplines and key linkages between those knowledge sets are often poorly integrated. This is partly due to the immense complexity of the problem of conducting science at a range of spatial and temporal scales but also a function of limited funding and the need to publish results over the short term. In doing so, the lack of longer term data precludes a detailed understanding of ecosystem dynamics at a range of spatial and temporal scales."
IA0024,roadblocks," One of the biggest challenges with coupled models that incorporate fire is the limited data needed to support calibration of longterm fire behavior.
 There is frequently limited data on natural fire return intervals, fire size, etc. to help guide model evaluation.
 Further, modern fire regimes are heavily influenced by management in the form of fire suppression. Thus, incorporating fire into the longterm models can necessitate modeling management decision making.
"
IA0025,roadblocks," Lack of multiparameter, high resolution monitoring data, particularly over long time scales.
 Insufficient communication and data sharing between researchers operating within given disciplines or scales.
 Lack of connectivity between modeling efforts between disciplines and scales.

Lack of data on the wildfire system has been ameliorated to some extent by the proliferation of remote sensing products e.g. Allison et al., 06 for a review on one particular corner of remote sensing applications to fire science. However, highresolution data sets, particularly those including the contemporaneous monitoring of multiple parameters requires to further interdisciplinary understanding, and those collected over long time periods, remain relatively scarce Thompson and Calkin, 0. Modeling efforts also would benefit from increasing integration across disciplines, as we have seen in ecohydrologic modeling over the past decades Brewer et al., 08.

References

Allison RS, Johnston JM, Craig G, Jennings S. 06. Airborne Optical and Thermal Remote Sensing for Wildfire Detection and Monitoring. Sensors, 6: 30.
Brewer SK, Worthington TA, Mollenhauer R, Stewart DR, McManamay RA, Guertault L, Moore D. 08. Synthesizing models useful for ecohydrology and ecohydraulic approaches: An emphasis on integrating models to address complex research questions. Ecohydrology, : e966. DOI: https://doi.org/0.00/eco.966.
Thompson MP, Calkin DE. 0 Uncertainty and risk in wildland fire management: A review. Journal of Environmental Management, 9: 895909. DOI: https://doi.org/0.06/j.jenvman.003.05.

"
IA0026,roadblocks,"fires change the soil microbial community, but it remains relatively unknown how this changes function."
IA0027,roadblocks,"Fragmentation of knowledge in specialized fields
Bias towards data being collected in the western hemisphere and underrepresentation of the global south
"
IA0028,roadblocks," Different fire science topics are considered as subset of other disciplines more than as part of fire science, e.g. fire weather risk as part of climatology while postfire hydrology as part of the hydrological sciences;
 there are limited opportunities for scientists working in fire to interact and talk specifically about this topic although this is improving in recent years;
 even when interaction opportunities occur, scientists tend to keep to subgroups of their own disciplines, and crossing interdisciplinary boundaries remain in my experience rare.
These comments stem directly from my reply to Topic , and our experience in trying to address these issues with the creation of COST Action FireLinks in Europe https://firelinks.eu/ and the roadblocks we encountered. Even inside a Fire Science network action with a specific aim and funding to promote the interaction between different aspects of fire science, Working Groups are divided by other scientific topics e.g. WG: climate sciences, WG: plant biology, etc and scientists tend to interact little outside of their chosen WGs, even when actively prompted to.

Reference:
COST Action CA835 FireLinks: Fire in the Earth System: Science & Society https://firelinks.eu/"
IA0029,roadblocks,"Sustaining support for longterm studies of the impacts of catastrophic wildfire on river networks.

Obtaining good prefire data for use in evaluating wildfire impacts on waterways draining catchments where catastrophic wildfire is increasingly likely."
IA0030,roadblocks,Disciplinary stovepiping.
IA0031,roadblocks,"Academic tribalism, inability to fund holistic research always an odd sock, few examples of successful transdisciplinary research as icons, limited training in transdisciplinary research. Need to muscle through despite the barriers."
IA0032,roadblocks,lack of more longterm obseravtions ;
IA0033,roadblocks,"Having these scientists work together, and developing integrated studies that consider both the terrestrial and aquatic response within a unified study design."
IA0034,roadblocks," Repeated, replicated wildfires. This is easier said than done, but more studies need to incorporate the effects from multiple fires, not just multiple sites within the same fire.
 Establishing a network of fires could accomplish this and may lend itself to longterm ecological research similar to the critical zone observatories Anderson et al. 008

Anderson et al. 008 Critical Zone Observatories: Building a network to advance interdisciplinary study of Earth surface processes. Mineralogical Magazine. 7 : 7–0"
IA0035,roadblocks,This question is outside my area of study.
IA0036,roadblocks,"Ecosystems proceses and functions are always connected each other and usually, a scientific discipline works on particular aspects without taking care about relationship among processes or functions."
IA0037,roadblocks,The main roadblock toward both of the topics I have listed are data to support the development and validation of predictive models.
IA0038,roadblocks,"The diversity of methodologies applied not always comparable Hammes et al., 007, global biogeochemical cycles; De la Rosa et al., AJSSS, 008
Lack of permeability between scientific fields"
IA0039,roadblocks,"Funding especially for longterm monitoring
Unpredictable nature of wildfire, so  availability of prefire data is very locationspecific  accessibility/feasibility concerns for monitoring, and 3 study locations can be biased
How do we overcome study site/data limitations and integrate what does exist towards a more composite picture? What are we missing currently in terms of site diversity?"
IA0040,roadblocks," The lack of data openness: the overly? cautious attitude of too many researchers and governments towards data openness hinders scientific progress, despite the amazing technological possibilities we have now we still need data to run models. See Stieglitz et al. 00, Plos One.
 The lack of good scientific communication on this topic: we can publish all the science we want, we need to be better at talking about it McNutt, 03! The scientific community working on wildfires and aquatic environments is lacking a communication platform/forum where publications can be shared, where SciCom efforts can discussed, and strategies on how to communicate on this topic can be set up."
IA0041,roadblocks,"The lack of attention for fire itself in postfire studies. 
The fact that many postfire studies are focusing on burned areas alone like studying the amount of postfire erosion without regarding prefire values instead of comparing burned and unburned. More work on mechanistic understanding of changes observed can help shed light on integrative impacts. 
Little collaboration between researchers of various disciplines is also a roadblock. It is a lot of effort to organize controlled/experimental fires  facilitating multiple teams to work on the same fires can greatly help interdisciplinary learning and understanding. This would need an exchange of experts facility, or someone/an entity linking researchers to eachother or to fire managers conducting planned burns. Maybe the Nature Conservancy can play a role in this with the TREX camps they organize  those camps focus on burning but if they would 'adopt' researchers that would be a fantastic way of connecting researchers of various disciplines to study integrated fire effects in a holistic way"
IA0042,roadblocks,"I would expect that challenges in study design, due to the opportunistic nature of field fire research on natural burns, would be important. apologies, no citation"
IA0043,roadblocks,"Existence of baseline data, and the ability to pivot funding to sample/analyze new fires."
IA0044,roadblocks,The lack of integrated studies and the difficulty economic and logistical of maintaining longterm studies.
IA0045,roadblocks,"From the hydrological and biogeochemical science perspective the two biggest road blocks are: 
 In my opinion and what I can tell from literature and proposal calls, wildland fire is too often viewed as a hydrologic and biogeochemical disturbance. But the vast majority of western ecosystems are 'firedependent'. This means that fire is not a disturbance, but actually a creative force on the ecosystem and therefore the watershed response to wild land fire. Even the phrase 'wildfire' is probably a missclassification here. I think what should be studied is 'wild land fire' i.e fire taking place on the wild lands, which encompasses both wildfire uncontrolled high severity fire and controlled or managed prescribed fire, generally low severity. 
 The inclusion of indigenous burn practices. Like most wildland fires indigenous burn practices have been severely suppressed. However, these practices served multiple purposes, and often for specific management objectives. How this is included as we grapple with role of wild land fire in the west will likely in large part determine at large societal understanding of the role and acceptance of fire, including affects to hydrology and biogeochemistry."
IA0046,roadblocks,"As I mentioned above, I think the integration of data from same fires/ same areas is vital. For example, in the 06 fire in the Great Smoky National Park, there are publications discussing pyrogenic carbon Matosziuk et al. 00, fungal community dynamics Brown et al 09, plant communities Hubert 00 Papes. If these data were publicly available in a fire database, these papers could come to further conclusions on how fire is impacting the system."
IA0047,roadblocks,"Insufficient communication between scientists from different disciplines Blankinship et al. 08; DOI: 0.007/s0533080478.

Too much focus on inductionistic intepretation of data and statistical inference on the expense of theory and hypothesis based research Prosser 00; DOI: 0.098/rstb.09.040."
IA0048,roadblocks," Lack of fire science funding due to increased allocation of resources to fire suppression, and 
 Insufficient science communication skills 
JFSP 09, ""0 year retrospective for the Joint Fire Science Program"", https://www.firescience.gov/Publications/JFSP0yrsRetrospectiveFinal.pdf"
IA0049,roadblocks,I guess big field studies covering a large spatial gradient combined with a more mechanistic labbased approach would yield important results.
IA0050,roadblocks,Lack of specific wildfire funding at appropriate $ levels  DOE which in theory has a focus on watershed biogeochemistry has not invested much in this area.
IA0051,roadblocks,"I'm not sure if this already exists but some systematic review/analysis of research gaps I did a fieldwide systematic review on invasive species impacts CrystalOrnelas & Lockwood, 00, biological invasions that might provide a really broad overview of gaps that prevent the holistic understanding of impacts. In other words, we could look at the impacts that get studied most or least often, and whether those impacts are studied unevenly across different spatiotemporal scales."
IA0052,roadblocks,"I think they key roadblock is a lack of systematic training on communication, collaboration, and interdisciplinary skills. Students are usually taught how to dive deep into a particular field or topic, but the skills training to bridge disciplines is spotty and often undervalued."
IA0053,roadblocks,"Silos of terrestrial and aquatic working groups. Also, the challenges of comparing dynamics of fire impacts without spatial or temporal comfounding factors."
IA0054,roadblocks,"Identifying realistic objectives for team members who are experts in a focused discipline. Bringing everyone in a mindset to think beyond our fields and work outside our comfort zones. Once people have a clear sense on what and how to contribute, I believe it will be easier for everyone to focus on a specific tasks...as we are all busy and have limited time."
IA0055,roadblocks,"The lack of site specific, prefire data and the extremely high levels of variability in vegetation/fuel type and conditions, soils, catchment factors and wildfire severity are all common challenges to evaluating ecosystem responses to wildfire. The Fire and Fire Surrogate study was an earlier attempt use of standard sampling and study designs across wide ranges of fire and vegetation conditions to advance understanding of fire management McIver et al. 009. 

In addition to ecological complexities, wildfires and wildfire research occurs across a range of agency land federal, state, private with various access priorities, management priorities and research needs. Designing and completing successful research on managed landscapes is a challenging and nontrivial consideration. 

McIver, James; Stephens, Scott L.; Youngblood, Andrew. 009. The national Fire and Fire Surrogate study: ecological consequences of fuel reduction methods in seasonally dry forests. Ecological Society of America. 9:8384.

"
IA0056,roadblocks,data availability and appropriate analytic tools that transcede different scales
IA0057,roadblocks," Well equipped watersheds to follow fluxes: Several watershed networks i.e. OZCAR network observe daily fluxes on watersheds that are not affected by extreme events, one would need exactly the same on places strongly affected by fire.
 Cross scales series of experimentations identifying the processes and testing them on site. We need common sandbox where processes can be tested checked on watershed with comparable characteristics"
IA0058,roadblocks,"Capacity to quantify fire temperature or combustion completeness using Earth Observations is currently too limited. Fire emissions and black C production could in theory be modelled via empirical relationships with fire temperature, however a lack of reliable and global observations of fire temperature currently prevents such a globalscale analysis of this nature."
IA0059,roadblocks,"From my field of expertise modelling fire impacts on water quality:
 Lack of a common fire severity metric across landscapes.
 Lack of databases on ash production and composition across ecosystems.
 Limited understanding of transport processes of ash and associated chemical compounds after wildfires"
IA0060,roadblocks,"Unsure... data size/complexity and longterm funding availability seem like critical aspects of this goal, though I'm not sure these constitute a ""roadblock""."
IA0061,roadblocks,"While covering emergent themes for fire ecology mentioned in McLaughlan et al. 00 such as characterizing feedbacks and nonlinearities, utilizing 'big data' and artificial intelligence, and understanding ecological consequences of fire through time, these questions should be asked in a more global context tropical fires. Thus, there must be an incentive, mutual understanding, and close collaboration with researchers from the Global South."
IA0062,roadblocks,"The spatial and temporal scale of fire. Fire operates over broad scales and even though it is increasing, fire is often still a relatively rare event in any given location, making it difficult to study. We need to invest in improved modeling tools that can capture the complex and nonlinear responses of terrestial and aquatic ecosystems to fire if we want to study them over long timescales Seidl 07 Ecosystems, Hansen et al. 00 Ecological Applications"
IA0063,roadblocks," disciplinary blinders  complex environmental problems require interdisciplinary research teams be assembled to address a range of important and interrelated processes that no one discipline is capable of fully understanding. Results from these broader approaches are more meaningful.
 the need for funding agencies to support longer term research that can be used to better understand processes and impacts of wildfire over a range of basin scales
3 train graduate students to be more holistic in their understanding and importance of other contributions from other disciplines. 
4 POLITICS!"
IA0064,roadblocks,"We don’t have enough interdisciplinary research. A comprehensive understanding of fire ecology cannot be done by just terrestrial ecologists or aquatic ecologists. We need to strengthen the research network Richter et al. 08.

Richter, Daniel D., et al. ""Ideas and perspectives: Strengthening the biogeosciences in environmental research networks."" Biogeosciences 5.5 08: 485483
"
IA0065,roadblocks,Lack of long term monitoring usually driven by short term funding programmes
IA0066,roadblocks,"For microbial ecology, it's difficult to scale from the microbe to watershed processes."
IA0067,roadblocks,Not enough studies have both before and after fire data; comparing patterns in burned vs. unburned areas may not be a good representation due to patchiness of fire and fire behaviour.
