"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TUUW5JJT","journalArticle","2009","Betts, Emma F.; Jones, Jeremy B.","Impact of Wildfire on Stream Nutrient Chemistry and Ecosystem Metabolism in Boreal Forest Catchments of Interior Alaska","Arctic, Antarctic, and Alpine Research","","1523-0430","10.1657/1938-4246-41.4.407","https://doi.org/10.1657/1938-4246-41.4.407","With climatic warming, wildfire occurrence is increasing in the boreal forest of interior Alaska. Loss of catchment vegetation during fire can impact streams directly through altered solute and debris inputs and changed light and temperature regimes. Over longer time scales, fire can accelerate permafrost degradation, altering catchment hydrology and stream nutrient dynamics. In 2004, the 217,000 ha Boundary Fire burned 65% of an established study site in the Caribou-Poker Creeks Research Watershed. We used this opportunity to investigate the impact of wildfire on stream chemistry and metabolism in boreal forest catchments. Wildfire impacts on chemistry were evaluated by examining solute chemistry in four catchments from 2002 to 2007. Ecosystem metabolism was measured over the summer of 2005 in one burned and two unburned catchments. Wildfire led to stream nitrate concentration increasing up to threefold, whereas dissolved organic carbon (DOC) and dissolved organic nitrogen concentrations decreased post-fire. Average stream gross primary production in the burned catchment was double that of the unburned sites (2.4 and 1.2 g O2 m−2 day−1, respectively). Respiration rate was also elevated in the burned stream (6.6 g O2 m−2 day−1) compared with the control streams (1.2 and 4.5 g O2 m−2 day−1). Climatic warming has the potential to impact boreal forest streams through permafrost thaw and increased fire frequency, leading to altered solute inputs and production and respiration rates.","2009-11-01","2022-12-01 17:36:52","2022-12-01 17:36:52","2022-12-01 17:36:52","407-417","","4","41","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1657/1938-4246-41.4.407","","C:\Users\guer310\Zotero\storage\SDLLVBV2\Betts and Jones - 2009 - Impact of Wildfire on Stream Nutrient Chemistry an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87RPHS6D","journalArticle","2007","Carroll, Erin M.; Miller, Wally W.; Johnson, Dale W.; Saito, Laurel; Qualls, Robert G.; Walker, Roger F.","Spatial Analysis of a Large Magnitude Erosion Event Following a Sierran Wildfire","Journal of Environmental Quality","","1537-2537","10.2134/jeq2006.0466","https://onlinelibrary.wiley.com/doi/abs/10.2134/jeq2006.0466","High intensity wildfire due to long-term fire suppression and heavy fuels buildup can render watersheds highly susceptible to wind and water erosion. The 2002 “Gondola” wildfire, located just southeast of Lake Tahoe, NV-CA, was followed 2 wk later by a severe hail and rainfall event that deposited 7.6 to 15.2 mm of precipitation over a 3 to 5 h time period. This resulted in a substantive upland ash and sediment flow with subsequent down-gradient riparian zone deposition. Point measurements and ESRI ArcView were applied to spatially assess source area contributions and the extent of ash and sediment flow deposition in the riparian zone. A deposition mass of 380 Mg of ash and sediment over 0.82 ha and pre-wildfire surface bulk density measurements were used in conjunction with two source area assessments to generate an estimation of 10.1 mm as the average depth of surface material eroded from the upland source area. Compared to previous measurements of erosion during rainfall simulation studies, the erosion of 1800 to 6700 g m−2 mm−1 determined from this study was as much as four orders of magnitude larger. Wildfire, followed by the single event documented in this investigation, enhanced soil water repellency and contributed 17 to 67% of the reported 15 to 60 mm ky−1 of non-glacial, baseline erosion rates occurring in mountainous, granitic terrain sites in the Sierra Nevada. High fuel loads now common to the Lake Tahoe Basin increase the risk that similar erosion events will become more commonplace, potentially contributing to the accelerated degradation of Lake Tahoe's water clarity.","2007","2022-12-01 17:40:28","2022-12-01 17:40:28","2022-12-01 17:40:27","1105-1111","","4","36","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.2134/jeq2006.0466","","C:\Users\guer310\Zotero\storage\3ZE4PA6Z\Carroll et al. - 2007 - Spatial Analysis of a Large Magnitude Erosion Even.pdf; C:\Users\guer310\Zotero\storage\4JUDSNIQ\jeq2006.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWLAHZSC","journalArticle","2018","Wagner, Sasha; Jaffé, Rudolf; Stubbins, Aron","Dissolved black carbon in aquatic ecosystems","Limnology and Oceanography Letters","","2378-2242","10.1002/lol2.10076","https://onlinelibrary.wiley.com/doi/abs/10.1002/lol2.10076","The incomplete combustion of organic molecules produces a chemically diverse suite of pyrogenic residues termed black carbon (BC). The significance of BC cycling on land has long been recognized, and the recognition of dissolved BC (DBC) as a major component of the aquatic carbon cycle is developing rapidly. As we seek a greater understanding of DBC cycling, our interpretation of environmental DBC concentrations and molecular composition should take into account both the formation conditions of charred residues, and the physico-chemical transformation of DBC that occurs during transit within aquatic systems. We present the current state of knowledge concerning sources, processing, and sinks of DBC in inland, coastal/estuarine, and ocean waters. We feature studies and new methodologies which focus specifically on the aquatic cycling of DBC, explore the relationship between particulate and dissolved BC, and highlight research gaps which should be targeted to advance our current knowledge of DBC biogeochemistry.","2018","2022-12-01 21:05:26","2022-12-01 21:05:26","2022-12-01 21:05:26","168-185","","3","3","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/lol2.10076","","C:\Users\guer310\Zotero\storage\IJXTAUZW\Wagner et al. - 2018 - Dissolved black carbon in aquatic ecosystems.pdf; C:\Users\guer310\Zotero\storage\RIN3QZCU\lol2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RSAEDZT","journalArticle","1997","Naegeli, Markus W.; Uehlinger, Urs","Contribution of the Hyporheic Zone to Ecosystem Metabolism in a Prealpine Gravel-Bed-River","Journal of the North American Benthological Society","","0887-3593","10.2307/1468172","http://www.jstor.org/stable/1468172","The hyporheic zone is assumed to be an important site for decomposition and nutrient turnover in many river ecosystems. We determined ecosystem respiration, hyporheic community respiration, and respiration of the epilithic community at the sediment surface in the Necker, a gravel-bed river, during August 1994. Ecosystem respiration, assessed using single-station diel oxygen curves, varied between 4.6 and 7.0 g O<sub>2</sub> m<sup>-2</sup> d<sup>-1</sup>. To estimate the respiration of the epilithic community, stones were collected from the surface layer and enclosed in flow-through respiration chambers. The respiration of the epilithic community (mainly algae) ranged from 1.0 to 1.5 g O<sub>2</sub> m<sup>-2</sup> d<sup>-1</sup>, contributing 4-19% of the river ecosystem respiration. Two different methods were used for measuring hyporheic community respiration. First, chambers were incubated at 30 cm sediment depth for direct assessment of respiration rates. Respiration rates of the hyporheic sediment were measured using a closed chamber system and extrapolated for comparison over 0.5 m and 1 m sediment depth. Second, the difference between whole-ecosystem respiration and respiration of the epilithic community was used for calculating the hyporheic contribution. Hyporheic respiration rates ranged from 3.9 to 5.9 g O<sub>-2</sub> m<sup>2</sup> d<sup>-1</sup>, contributing 76-96% of ecosystem respiration.","1997","2022-12-01 21:07:32","2022-12-01 21:07:32","2022-12-01 21:07:32","794-804","","4","16","","","","","","","","","","","","","","","JSTOR","","Publisher: [University of Chicago Press, Society for Freshwater Science]","","C:\Users\guer310\Zotero\storage\Q4UG83BN\Naegeli and Uehlinger - 1997 - Contribution of the Hyporheic Zone to Ecosystem Me.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXLPKTFS","journalArticle","2021","Chen, Xingyuan; Lee, Raymond Mark; Dwivedi, Dipankar; Son, Kyongho; Fang, Yilin; Zhang, Xuesong; Graham, Emily; Stegen, James; Fisher, Joshua B.; Moulton, David; Scheibe, Timothy D.","Integrating field observations and process-based modeling to predict watershed water quality under environmental perturbations","Journal of Hydrology","","0022-1694","10.1016/j.jhydrol.2020.125762","https://www.sciencedirect.com/science/article/pii/S0022169420312233","Watersheds play a critical role in supplying water resources needed for human use and ecosystem health. Understanding and predicting how, when, and where changes in the quantity and quality of water resources occur under different environmental stresses including extreme events is crucial for sustainable management of water resources under a changing environment. However, few studies have attempted to quantify or identify the factors and process interactions controlling the impact of extreme events across watershed systems. Only few large-scale studies include coordinated monitoring and modeling efforts, which limits our ability to assess the large-scale impact of extreme events on water supply and quality. Methods are lacking to propagate uncertainty in process understanding through an integrated hydro-biogeochemical model framework and evaluate its importance, thus failing to take full advantage of the information potentially available through transformative advances in characterization technologies from high-resolution mass spectrometry to airborne and satellite-based remote sensing. There are consequent risks to our nation’s water security and to human and ecosystem health that may become exacerbated with the increasing frequency of extreme events that is projected for the coming decades. This paper reviews the current status of watershed science for both water quantity and quality and identifies critical gaps in our current knowledge and modeling capability in addressing the emergent needs in predicting watershed hydrologic and biogeochemical responses (i.e., water quantity and quality) under natural and anthropogenic perturbations. We highlight the need to (1) understand how environmental perturbations including extreme events like floods and droughts and anthropogenic changes such as deforestation and urbanization propagate through watershed systems and assess their short- and long-term impacts on watershed biogeochemistry, water quality and their recovery pathways; (2) develop and improve a watershed water quality model that reflects the state of scientific understanding gained from observations; and (3) construct a data-model fusion system for watershed characterization, process identification, and mechanistic model parameterization. A large base of modeling, monitoring and data capabilities have been built by various federal government agencies given the relevance of water to their critical missions. An emerging need is to build an integrated national capability for watershed water availability and quality that can address water-related missions across multiple federal agencies.","2021-11-01","2022-12-01 21:29:14","2022-12-01 21:29:14","2022-12-01 21:29:14","125762","","","602","","Journal of Hydrology","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\guer310\Zotero\storage\D3V3HI2E\Chen et al. - 2021 - Integrating field observations and process-based m.pdf; C:\Users\guer310\Zotero\storage\WFMFVFU9\S0022169420312233.html","","","Hydrologic modeling; Bayesian networks; Data assimilation; Extreme events; Monitoring network; Watershed science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AS7RMZQH","journalArticle","2014","Bladon, Kevin D.; Emelko, Monica B.; Silins, Uldis; Stone, Micheal","Wildfire and the Future of Water Supply","Environmental Science & Technology","","0013-936X","10.1021/es500130g","https://doi.org/10.1021/es500130g","In many parts of the world, forests provide high quality water for domestic, agricultural, industrial, and ecological needs, with water supplies in those regions inextricably linked to forest health. Wildfires have the potential to have devastating effects on aquatic ecosystems and community drinking water supply through impacts on water quantity and quality. In recent decades, a combination of fuel load accumulation, climate change, extensive droughts, and increased human presence in forests have resulted in increases in area burned and wildfire severity—a trend predicted to continue. Thus, the implications of wildfire for many downstream water uses are increasingly concerning, particularly the provision of safe drinking water, which may require additional treatment infrastructure and increased operations and maintenance costs in communities downstream of impacted landscapes. A better understanding of the effects of wildfire on water is needed to develop effective adaptation and mitigation strategies to protect globally critical water supplies originating in forested environments.","2014-08-19","2022-12-01 21:29:51","2022-12-01 21:29:51","2022-12-01 21:29:51","8936-8943","","16","48","","Environ. Sci. Technol.","","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","C:\Users\guer310\Zotero\storage\Q3GNMXB7\es500130g.html; C:\Users\guer310\Zotero\storage\6SDE7GP7\Bladon et al. - 2014 - Wildfire and the Future of Water Supply.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PG36VHR","journalArticle","2020","Rodríguez-Cardona, B. M.; Coble, A. A.; Wymore, A. S.; Kolosov, R.; Podgorski, D. C.; Zito, P.; Spencer, R. G. M.; Prokushkin, A. S.; McDowell, W. H.","Wildfires lead to decreased carbon and increased nitrogen concentrations in upland arctic streams","Scientific Reports","","2045-2322","10.1038/s41598-020-65520-0","https://www.nature.com/articles/s41598-020-65520-0","The Central Siberian Plateau is undergoing rapid climate change that has resulted in increased frequency of forest fires and subsequent alteration of watershed carbon and nutrient dynamics. Across a watershed chronosequence (3 to >100 years since wildfire) we quantified the effects of fire on quantity and composition of dissolved organic matter (DOM), stream water nutrient concentrations, as well as in-stream nutrient uptake. Wildfires increased concentrations of nitrate for a decade, while decreasing concentrations of dissolved organic carbon and nitrogen (DOC and DON) and aliphatic DOM contribution for five decades. These post-wildfire changes in stream DOM result in lower uptake efficiency of in-stream nitrate in recently burned watersheds. Nitrate uptake (as uptake velocity) is strongly dependent on DOM composition (e.g. polyphenolics), ambient dissolved inorganic nitrogen (DIN), and DOC to DIN ratios. Our observations and experiments suggest that a decade-long pulse of inorganic nitrogen and a reduction of DOC export occur following wildfires in streams draining the Central Siberian Plateau. Increased fire frequency in the region is thus likely to both decrease DOM and increase nitrate delivery to the main stem Yenisei River, and ultimately the Arctic Ocean, in the coming decades.","2020-05-26","2022-12-01 21:42:10","2022-12-01 21:42:10","2022-12-01 21:42:10","8722","","1","10","","Sci Rep","","","","","","","","en","2020 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","C:\Users\guer310\Zotero\storage\ZMCFFB5K\Rodríguez-Cardona et al. - 2020 - Wildfires lead to decreased carbon and increased n.pdf; C:\Users\guer310\Zotero\storage\4AG43KES\s41598-020-65520-0.html","","","Biogeochemistry; Limnology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQMYUWHP","journalArticle","2014","Chief, Karletta; Daigle, John J.; Lynn, Kathy; Whyte, Kyle Powys","Indigenous experiences in the U.S. with climate change and environmental stewardship in the Anthropocene","In: Sample, V. Alaric; Bixler, R. Patrick, eds. Forest conservation and management in the Anthropocene: Conference proceedings. Proceedings. RMRS-P-71. Fort Collins, CO: US Department of Agriculture, Forest Service. Rocky Mountain Research Station. p. 161-176.","","","","https://www.fs.usda.gov/research/treesearch/46584","","2014","2022-12-01 21:43:10","2022-12-01 21:43:10","2022-12-01 21:43:10","161-176","","","71","","","","","","","","","","en","","","","","www.fs.usda.gov","","","","C:\Users\guer310\Zotero\storage\6K8MUY9Q\Chief et al. - 2014 - Indigenous experiences in the U.S. with climate ch.pdf; C:\Users\guer310\Zotero\storage\CLRD9IHL\46584.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PFPH7LQ","journalArticle","2020","Gounand, Isabelle; Little, Chelsea J.; Harvey, Eric; Altermatt, Florian","Global quantitative synthesis of ecosystem functioning across climatic zones and ecosystem types","Global Ecology and Biogeography","","1466-8238","10.1111/geb.13093","https://onlinelibrary.wiley.com/doi/abs/10.1111/geb.13093","Aim Providing a quantitative overview of ecosystem functioning in a three-dimensional space defined by ecosystem stocks, fluxes and rates, across major ecosystem types and climatic zones. Location Global. Time period 1966–2019. Major taxa studied Ecosystem-level measurements (all organism types). Methods We conducted a global quantitative synthesis of a wide range of ecosystem variables related to carbon stocks and fluxes. We gathered a total of 4,479 values from 1,223 individual sites (unique geographical coordinates) reported in the literature (604 studies), covering ecosystem variables including biomass and detritus stocks, gross primary production, ecosystem respiration, detritus decomposition and carbon uptake rates, across eight major aquatic and terrestrial ecosystem types and five broad climatic zones (arctic, boreal, temperate, arid and tropical). We analysed the relationships among variables emerging from the comparisons of stocks, fluxes and rates across ecosystem types and climates. Results Within our three-dimensional functioning space, average ecosystems align along a gradient from fast rates–low fluxes and stocks (freshwater and pelagic marine ecosystems) to low rates–high fluxes and stocks (forests), a gradient that we hypothesize results mainly from variation in primary producer characteristics. Moreover, fluxes and rates decrease from warm to colder climates, consistent with the metabolic theory of ecology. However, the strength of climatic effects differs among variables and ecosystem types, resulting, for instance, in opposing effects on net ecosystem production between terrestrial and freshwater ecosystems (positive versus negative effects). Main conclusions This large-scale synthesis provides a first quantified cross-ecosystem and cross-climate comparison of multivariate ecosystem functioning. This gives a basis for a mechanistic understanding of the interdependency of different aspects of ecosystem functioning and their sensitivity to global change. To anticipate responses to change at the ecosystem level, further work should investigate potential feedbacks between ecosystem variables at finer scales, which involves site-level quantifications of multivariate functioning and theoretical developments.","2020","2022-12-01 22:12:09","2022-12-01 22:12:09","2022-12-01 22:12:09","1139-1176","","7","29","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/geb.13093","","C:\Users\guer310\Zotero\storage\YKYAY4SF\Gounand et al. - 2020 - Global quantitative synthesis of ecosystem functio.pdf; C:\Users\guer310\Zotero\storage\J3WLBIBW\geb.html","","","primary production; climate; decomposition; carbon cycle; ecosystem functioning; global change; meta-ecosystem; metabolic theory of ecology; multifunctionality; productivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NKCDUSJP","journalArticle","2010","Malison, Rachel L.; Baxter, Colden V.","The fire pulse: wildfire stimulates flux of aquatic prey to terrestrial habitats driving increases in riparian consumers","Canadian Journal of Fisheries and Aquatic Sciences","","0706-652X","10.1139/F10-006","https://cdnsciencepub.com/doi/full/10.1139/F10-006","We investigated the midterm effects of wildfire (in this case, five years after the fire) of varying severity on periphyton, benthic invertebrates, emerging adult aquatic insects, spiders, and bats by comparing unburned sites with those exposed to low severity (riparian vegetation burned but canopy intact) and high severity (canopy completely removed) wildfire. We observed no difference in periphyton chlorophyll a or ash-free dry mass among different burn categories but did observe significantly greater biomass of benthic invertebrates in both high severity burned and unburned reaches versus low severity burned reaches. Moreover, a significantly greater flux of adult aquatic insect emergence occurred at sites that experienced high severity fire versus low severity burned and unburned sites. The greatest number of spiders and bat echolocation calls were also observed at sites of high severity fire. Our results suggest that fires of different severity may have very different affects on stream-riparian food webs and that high severity wildfire may lead to an extended “fire pulse” that stimulates aquatic productivity and flux of prey to terrestrial habitats, driving local increases in riparian consumers.","2010-03","2022-12-01 22:14:35","2022-12-01 22:14:35","2022-12-01 22:14:35","570-579","","3","67","","Can. J. Fish. Aquat. Sci.","The fire pulse","","","","","","","","","","","","cdnsciencepub.com (Atypon)","","Publisher: NRC Research Press","","C:\Users\guer310\Zotero\storage\JC595BPU\Malison and Baxter - 2010 - The fire pulse wildfire stimulates flux of aquati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGL3QY4E","journalArticle","2010","Simon, Kevin S.; Chadwick, Michael A.; Huryn, Alexander D.; Valett, H. Maurice","Stream ecosystem response to chronic deposition of N and acid at the Bear Brook Watershed, Maine","Environmental Monitoring and Assessment","","1573-2959","10.1007/s10661-010-1532-2","https://doi.org/10.1007/s10661-010-1532-2","The Bear Brook Watershed in Maine (BBWM) is a long-term, paired watershed experiment that addresses the effects of acid and nitrogen (N) deposition on whole watersheds. To examine stream response at BBWM, we synthesized data on organic matter dynamics, including leaf breakdown rates, organic matter inputs and standing stocks, macroinvertebrate secondary production, and nutrient uptake in treated and reference streams at the BBWM. While N concentrations in stream water and leaves have increased, the input, standing stocks, and breakdown rates of leaves, as well as macroinvertebrate production, were not responsive to acid and N deposition. Both chronic and acute increases of N availability have saturated uptake of nitrate in the streams. Recent experimental increases in phosphorus (P) availability enhanced stream capacity to take up nitrate and altered the character of N saturation. These results show how the interactive effects of multiple factors, including environmental flow regime, acidification, and P availability, may constrain stream response to chronic N deposition.","2010-12-01","2022-12-01 22:22:26","2022-12-01 22:22:26","2022-12-01 22:22:26","83-92","","1","171","","Environ Monit Assess","","","","","","","","en","","","","","Springer Link","","","","C:\Users\guer310\Zotero\storage\P9D6JA9C\Simon et al. - 2010 - Stream ecosystem response to chronic deposition of.pdf","","","Acid; Leaf breakdown; Nitrogen; Nutrient uptake; Phosphorus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZRP4C2Z7","journalArticle","2016","Emelko, Monica B.; Stone, Micheal; Silins, Uldis; Allin, Don; Collins, Adrian L.; Williams, Chris H. S.; Martens, Amanda M.; Bladon, Kevin D.","Sediment-phosphorus dynamics can shift aquatic ecology and cause downstream legacy effects after wildfire in large river systems","Global Change Biology","","1365-2486","10.1111/gcb.13073","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.13073","Global increases in the occurrence of large, severe wildfires in forested watersheds threaten drinking water supplies and aquatic ecology. Wildfire effects on water quality, particularly nutrient levels and forms, can be significant. The longevity and downstream propagation of these effects as well as the geochemical mechanisms regulating them remain largely undocumented at larger river basin scales. Here, phosphorus (P) speciation and sorption behavior of suspended sediment were examined in two river basins impacted by a severe wildfire in southern Alberta, Canada. Fine-grained suspended sediments (<125 μm) were sampled continuously during ice-free conditions over a two-year period (2009–2010), 6 and 7 years after the wildfire. Suspended sediment samples were collected from upstream reference (unburned) river reaches, multiple tributaries within the burned areas, and from reaches downstream of the burned areas, in the Crowsnest and Castle River basins. Total particulate phosphorus (TPP) and particulate phosphorus forms (nonapatite inorganic P, apatite P, organic P), and the equilibrium phosphorus concentration (EPC0) of suspended sediment were assessed. Concentrations of TPP and the EPC0 were significantly higher downstream of wildfire-impacted areas compared to reference (unburned) upstream river reaches. Sediments from the burned tributary inputs contained higher levels of bioavailable particulate P (NAIP) – these effects were also observed downstream at larger river basin scales. The release of bioavailable P from postfire, P-enriched fine sediment is a key mechanism causing these effects in gravel-bed rivers at larger basin scales. Wildfire-associated increases in NAIP and the EPC0 persisted 6 and 7 years after wildfire. Accordingly, this work demonstrated that fine sediment in gravel-bed rivers is a significant, long-term source of in-stream bioavailable P that contributes to a legacy of wildfire impacts on downstream water quality, aquatic ecology, and drinking water treatability.","2016","2022-12-01 22:37:48","2022-12-01 22:37:48","2022-12-01 22:37:48","1168-1184","","3","22","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.13073","","C:\Users\guer310\Zotero\storage\NUKRMKNA\Emelko et al. - 2016 - Sediment-phosphorus dynamics can shift aquatic eco.pdf; C:\Users\guer310\Zotero\storage\EA2Y2VTB\gcb.html","","","eutrophication; wildfire; climate change; cumulative watershed; effects; land disturbance; phosphorus; sediment; treatability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EU5BYDJB","journalArticle","1998","Hauer, Fr; Spencer, Cn","Phosphorus and Nitrogen Dynamics in Streams Associated With Wildfire: a Study of Immediate and Longterm Effects","International Journal of Wildland Fire","","1049-8001","10.1071/WF9980183","http://www.publish.csiro.au/?paper=WF9980183","Stream nutrient data were collected both during a wildfire and over a subsequent five-year period. Sampling was from a series of paired watersheds located within and outside of the wildfire. Phosphorus and nitrogen concentrations increased from 5 to 60 fold over background levels during the first few days of the month-long wildfire with maximum recorded concentrations as high as 135 pg /L soluble reactive phosphorus, 261 yg /L ammonium, and 61 pg /L nitrate. Total phosphorus and total nitrogen during this same time period increased up to 206 yg /L and 349 pg /L, respectively. Nutrient concentrations declined to background levels (< 5-10 pg /L)within a few weeks after the fire. Over the following five years we observed dissolved nutrient concentrations reaching >40 pg /L soluble reactive phosphorus and >I25 pg /Lnitrate in impacted streams, concentrations > 5 fold over those observed in control streams. In high gradient watersheds, all nutrients were easily transported to the streams with most notable impact during the early years after the fire. In less steep terrain, soluble reactive phosphorus concentrations were significantly higher 3 to 5 years after the fire, which also corresponded to relatively high spring hydrographs. In contrast, nitrogen compounds were observed to be significantly higher in concentration in fire impact streams in the years immediately following the fire. We attribute these differences in the rate of nutrient loads to be the result of the different mobilization mechanisms of phosphorus and nitrogen and the different soil and geomorphic settings of the watersheds drained by the different streams.","1998","2022-12-01 23:00:41","2022-12-01 23:00:41","2022-12-01 23:00:41","183","","4","8","","Int. J. Wildland Fire","Phosphorus and Nitrogen Dynamics in Streams Associated With Wildfire","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\guer310\Zotero\storage\UJ3PUZCU\Hauer and Spencer - 1998 - Phosphorus and Nitrogen Dynamics in Streams Associ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMY9CHN6","journalArticle","2009","Campbell, John L.; Rustad, Lindsey E.; Boyer, Elizabeth W.; Christopher, Sheila F.; Driscoll, Charles T.; Fernandez, Ivan J.; Groffman, Peter M.; Houle, Daniel; Kiekbusch, Jana; Magill, Alison H.; Mitchell, Myron J.; Ollinger, Scott V.","Consequences of climate change for biogeochemical cycling in forests of northeastern North America","Canadian Journal of Forest Research","","0045-5067, 1208-6037","10.1139/X08-104","http://www.nrcresearchpress.com/doi/10.1139/X08-104","A critical component of assessing the impacts of climate change on forest ecosystems involves understanding associated changes in the biogeochemical cycling of elements. Evidence from research on northeastern North American forests shows that direct effects of climate change will evoke changes in biogeochemical cycling by altering plant physiology, forest productivity, and soil physical, chemical, and biological processes. Indirect effects, largely mediated by changes in species composition, length of growing season, and hydrology, will also be important. The case study presented here uses the quantitative biogeochemical model PnET-BGC to test assumptions about the direct and indirect effects of climate change on a northern hardwood forest ecosystem. Modeling results indicate an overall increase in net primary production due to a longer growing season, an increase in NO3– leaching due to large increases in net mineralization and nitrification, and slight declines in mineral weathering due to a reduction in soil moisture. Future research should focus on uncertainties, including the effects of (1) multiple simultaneous interactions of stressors (e.g., climate change, ozone, acidic deposition); (2) long-term atmospheric CO2 enrichment on vegetation; (3) changes in forest species composition; (4) extreme climatic events and other disturbances (e.g., ice storms, fire, invasive species); and (5) feedback mechanisms that increase or decrease change.","2009-02","2022-12-02 00:24:22","2022-12-02 00:24:45","2022-12-02 00:24:22","264-284","","2","39","","Can. J. For. Res.","Consequences of climate change for biogeochemical cycling in forests of northeastern North AmericaThis article is one of a selection of papers from NE Forests 2100","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\guer310\Zotero\storage\SPI46T7Y\Campbell et al. - 2009 - Consequences of climate change for biogeochemical .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXNG4ICC","journalArticle","2013","Clemmensen, K. E.; Bahr, A.; Ovaskainen, O.; Dahlberg, A.; Ekblad, A.; Wallander, H.; Stenlid, J.; Finlay, R. D.; Wardle, D. A.; Lindahl, B. D.","Roots and Associated Fungi Drive Long-Term Carbon Sequestration in Boreal Forest","Science","","","10.1126/science.1231923","https://www.science.org/doi/10.1126/science.1231923","Boreal forest soils function as a terrestrial net sink in the global carbon cycle. The prevailing dogma has focused on aboveground plant litter as a principal source of soil organic matter. Using 14C bomb-carbon modeling, we show that 50 to 70% of stored carbon in a chronosequence of boreal forested islands derives from roots and root-associated microorganisms. Fungal biomarkers indicate impaired degradation and preservation of fungal residues in late successional forests. Furthermore, 454 pyrosequencing of molecular barcodes, in conjunction with stable isotope analyses, highlights root-associated fungi as important regulators of ecosystem carbon dynamics. Our results suggest an alternative mechanism for the accumulation of organic matter in boreal forests during succession in the long-term absence of disturbance.","2013-03-29","2022-12-02 00:25:43","2022-12-02 00:25:43","2022-12-02 00:25:43","1615-1618","","6127","339","","","","","","","","","","","","","","","science.org (Atypon)","","Publisher: American Association for the Advancement of Science","","C:\Users\guer310\Zotero\storage\HAJBEWND\Clemmensen et al. - 2013 - Roots and Associated Fungi Drive Long-Term Carbon .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
