pressing_q,pathway_q,roadblock_q,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
T,F,F,YJKML55N,journalArticle,2018,"Radeloff, Volker C.; Helmers, David P.; Kramer, H. Anu; Mockrin, Miranda H.; Alexandre, Patricia M.; Bar-Massada, Avi; Butsic, Van; Hawbaker, Todd J.; Martinuzzi, Sebastián; Syphard, Alexandra D.; Stewart, Susan I.",Rapid growth of the US wildland-urban interface raises wildfire risk,Proceedings of the National Academy of Sciences,,,10.1073/pnas.1718850115,https://www.pnas.org/doi/abs/10.1073/pnas.1718850115,"The wildland-urban interface (WUI) is the area where houses and wildland vegetation meet or intermingle, and where wildfire problems are most pronounced. Here we report that the WUI in the United States grew rapidly from 1990 to 2010 in terms of both number of new houses (from 30.8 to 43.4 million; 41% growth) and land area (from 581,000 to 770,000 km2; 33% growth), making it the fastest-growing land use type in the conterminous United States. The vast majority of new WUI areas were the result of new housing (97%), not related to an increase in wildland vegetation. Within the perimeter of recent wildfires (1990–2015), there were 286,000 houses in 2010, compared with 177,000 in 1990. Furthermore, WUI growth often results in more wildfire ignitions, putting more lives and houses at risk. Wildfire problems will not abate if recent housing growth trends continue.",3/27/18,4/12/23 21:23,4/12/23 21:23,4/12/23 21:23,3314-3319,,13,115,,,,,,,,,,,,,,,pnas.org (Atypon),,Publisher: Proceedings of the National Academy of Sciences,,C:\Users\guer310\Zotero\storage\B8G32FZU\Radeloff et al. - 2018 - Rapid growth of the US wildland-urban interface ra.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,VR4JZ7LX,journalArticle,2018,"Remenick, Lauren",The Role of Communication in Preparation for Wildland Fire: A Literature Review,Environmental Communication,,1752-4032,10.1080/17524032.2017.1346519,https://doi.org/10.1080/17524032.2017.1346519,"Fire regimes are needed for healthy forest ecosystems, but citizens who live parallel to public forests do not always understand or favour the mechanisms land managers use for fire prevention and preparation. One way that land managers and citizens may share concerns and overcome barriers is through effective communication, allowing both parties to adequately prepare for a wildfire event. While collaboration between land managers and citizens has been well studied, the research on communication between citizens and among land managers is less prevalent yet equally important. The lack of research on communication between these parties creates an incomplete picture of the spectrum of communication that takes place in preparation for a wildland fire event. This paper reviews the current literature on communication between and among citizens and land managers before a wildfire event.",2/17/18,4/12/23 21:08,4/12/23 21:08,4/12/23 21:08,164-176,,2,12,,,The Role of Communication in Preparation for Wildland Fire,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/17524032.2017.1346519,,,,,Communication; collaboration; fire event; wildland urban interface; WUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,T,F,7L9XIEIM,journalArticle,2019,"Rhoades, Charles C.; Chow, Alex T.; Covino, Timothy P.; Fegel, Timothy S.; Pierson, Derek N.; Rhea, Allison E.",The Legacy of a Severe Wildfire on Stream Nitrogen and Carbon in Headwater Catchments,Ecosystems,,1435-0629,10.1007/s10021-018-0293-6,https://doi.org/10.1007/s10021-018-0293-6,"Large, high-severity wildfires alter the physical and biological conditions that determine how catchments retain and release nutrients and regulate streamwater quality. The short-term water quality impacts of severe wildfire are often dramatic, but the longer-term responses may better reflect terrestrial and aquatic ecosystem recovery. We followed streamwater chemistry for 14 years after the largest fire in recorded Colorado history, the 2002 Hayman Fire, to characterize patterns in nitrogen (N) and carbon (C) export. Throughout the post-fire period, stream nitrate and total dissolved N (TDN) remained elevated in 10 burned catchments relative to pre-burn periods and 4 unburned control catchments. Both the extent of fire in a catchment and wildfire severity influenced stream N concentrations. Nitrate was more than an order of magnitude higher in streams draining catchments that burned to a high extent (> 60% of their areas) compared to unburned catchments. Unburned catchments retained more than 95% of atmospheric N inputs, but N retention in burned catchments was less than half of N inputs. Unlike N, stream C was elevated in catchments that burned to a lesser extent (30–60% of their areas burned), compared to either unburned or extensively burned catchments. Remotely sensed estimates of upland and riparian vegetation cover suggest that burned forests could require several more decades before forest cover and nutrient demand return to pre-fire levels. The persistent stream N increases we report are below drinking water thresholds, but exceed ecoregional reference concentrations for healthy stream ecosystems and indicate that extensively burned headwater catchments no longer function as strong sinks for atmospheric N. Combined with increasing trends in wildfire severity and elevated N deposition, our findings demonstrate the potential for substantial post-wildfire changes in ecosystem N retention and have implications for nutrient export to downstream waters.",4/1/19,4/14/23 15:09,4/14/23 15:09,4/14/23 15:09,643-657,,3,22,,Ecosystems,,,,,,,,en,,,,,Springer Link,,,,C:\Users\guer310\Zotero\storage\MPZF8SSB\Rhoades et al. - 2019 - The Legacy of a Severe Wildfire on Stream Nitrogen.pdf,,,Colorado; dissolved organic carbon; forest disturbance; nitrogen cycling; nutrient retention; Ponderosa pine forest; streamwater nutrients; watershed biogeochemistry; wildfire severity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,T,F,9TI5G67E,journalArticle,2019,"Rhoades, Charles C.; Nunes, João P.; Silins, Uldis; Doerr, Stefan H.",The influence of wildfire on water quality and watershed processes: new insights and remaining challenges,International Journal of Wildland Fire,,1448-5516,10.1071/WFv28n10_FO,https://www.publish.csiro.au/wf/WFv28n10_FO,"This short paper provides the framework and introduction to this special issue of International Journal of Wildland Fire. Its eight papers were selected from those presented at two consecutive conferences held in 2018 in Europe and the USA that focussed on the impacts of wildfire on factors that regulate streamflow, water quality, sediment transport, and aquatic habitats. Despite decades of watershed research, our understanding of the effects of wildfires on the processes that regulate clean water supply remains limited. Here, we summarise the key challenges and research needs in this interdisciplinary field and evaluate the contributions the eight special issue papers make to improved understanding of wildfire impacts on watershed processes. We also outline research priorities aimed at improving our ability to predict and, where necessary, mitigate wildfire impacts on watersheds. Achieving these advances is all the more pressing given the increasing extent and severity of wildfires in many areas that are the source of clean water for major population centres.",10/21/19,4/12/23 21:01,4/12/23 21:01,4/12/23 21:01,721-725,,10,28,,Int. J. Wildland Fire,The influence of wildfire on water quality and watershed processes,,,,,,,en,,,,,www.publish.csiro.au,,Publisher: CSIRO PUBLISHING,,C:\Users\guer310\Zotero\storage\6BZXA65G\Rhoades et al. - 2019 - The influence of wildfire on water quality and wat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,F,T,RGXVRRPS,journalArticle,2018,"Richter, Daniel D.; Billings, Sharon A.; Groffman, Peter M.; Kelly, Eugene F.; Lohse, Kathleen A.; McDowell, William H.; White, Timothy S.; Anderson, Suzanne; Baldocchi, Dennis D.; Banwart, Steve; Brantley, Susan; Braun, Jean J.; Brecheisen, Zachary S.; Cook, Charles W.; Hartnett, Hilairy E.; Hobbie, Sarah E.; Gaillardet, Jerome; Jobbagy, Esteban; Jungkunst, Hermann F.; Kazanski, Clare E.; Krishnaswamy, Jagdish; Markewitz, Daniel; O'Neill, Katherine; Riebe, Clifford S.; Schroeder, Paul; Siebe, Christina; Silver, Whendee L.; Thompson, Aaron; Verhoef, Anne; Zhang, Ganlin",Ideas and perspectives: Strengthening the biogeosciences in environmental research networks,Biogeosciences,,1726-4170,10.5194/bg-15-4815-2018,https://bg.copernicus.org/articles/15/4815/2018/,"Long-term environmental research networks are one approach to advancing local, regional, and global environmental science and education. A remarkable number and wide variety of environmental research networks operate around the world today. These are diverse in funding, infrastructure, motivating questions, scientific strengths, and the sciences that birthed and maintain the networks. Some networks have individual sites that were selected because they had produced invaluable long-term data, while other networks have new sites selected to span ecological gradients. However, all long-term environmental networks share two challenges. Networks must keep pace with scientific advances and interact with both the scientific community and society at large. If networks fall short of successfully addressing these challenges, they risk becoming irrelevant. The objective of this paper is to assert that the biogeosciences offer environmental research networks a number of opportunities to expand scientific impact and public engagement. We explore some of these opportunities with four networks: the International Long-Term Ecological Research Network programs (ILTERs), critical zone observatories (CZOs), Earth and ecological observatory networks (EONs), and the FLUXNET program of eddy flux sites. While these networks were founded and expanded by interdisciplinary scientists, the preponderance of expertise and funding has gravitated activities of ILTERs and EONs toward ecology and biology, CZOs toward the Earth sciences and geology, and FLUXNET toward ecophysiology and micrometeorology. Our point is not to homogenize networks, nor to diminish disciplinary science. Rather, we argue that by more fully incorporating the integration of biology and geology in long-term environmental research networks, scientists can better leverage network assets, keep pace with the ever-changing science of the environment, and engage with larger scientific and public audiences.",8/15/18,4/12/23 21:22,4/12/23 21:22,4/12/23 21:22,4815-4832,,15,15,,,Ideas and perspectives,,,,,,,English,,,,,Copernicus Online Journals,,Publisher: Copernicus GmbH,,C:\Users\guer310\Zotero\storage\8WBR9U6C\Richter et al. - 2018 - Ideas and perspectives Strengthening the biogeosc.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,66JWLPS3,journalArticle,2006,"Rillig, Matthias C.; Mummey, Daniel L.",Mycorrhizas and soil structure,New Phytologist,,1469-8137,10.1111/j.1469-8137.2006.01750.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.2006.01750.x,"In addition to their well-recognized roles in plant nutrition and communities, mycorrhizas can influence the key ecosystem process of soil aggregation. Here we review the contribution of mycorrhizas, mostly focused on arbuscular mycorrhizal fungi (AMF), to soil structure at various hierarchical levels: plant community; individual root; and the soil mycelium. There are a suite of mechanisms by which mycorrhizal fungi can influence soil aggregation at each of these various scales. By extension of these mechanisms to the question of fungal diversity, it is recognized that different species or communities of fungi can promote soil aggregation to different degrees. We argue that soil aggregation should be included in a more complete ‘multifunctional’ perspective of mycorrhizal ecology, and that in-depth understanding of mycorrhizas/soil process relationships will require analyses emphasizing feedbacks between soil structure and mycorrhizas, rather than a uni-directional approach simply addressing mycorrhizal effects on soils. We finish the discussion by highlighting new tools, developments and foci that will probably be crucial in further understanding mycorrhizal contributions to soil structure. Contents Summary 41 I. Introduction 42 II. How mycorrhizal fungi can influence soil aggregation at various scales 42 III. Effects of fungal mycelium: a mechanistic discussion 44 IV. Role of fungal diversity 48 V. Emerging foci, new directions and tools 49 VI. Conclusions 50 Acknowledgements 50 References 50",2006,4/14/23 15:10,4/14/23 15:10,4/14/23 15:10,41-53,,1,171,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1469-8137.2006.01750.x,,C:\Users\guer310\Zotero\storage\QXSDSS6K\Rillig and Mummey - 2006 - Mycorrhizas and soil structure.pdf; C:\Users\guer310\Zotero\storage\382ZB867\j.1469-8137.2006.01750.html,,,arbuscular mycorrhizas (AM); glomalin-related soil protein; hydrophobins; microaggregate; plant and microbial communities; root system; soil mycelium; soil structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,922NU5LM,journalArticle,2020,"Rodríguez-Cardona, B. M.; Coble, A. A.; Wymore, A. S.; Kolosov, R.; Podgorski, D. C.; Zito, P.; Spencer, R. G. M.; Prokushkin, A. S.; McDowell, W. H.",Wildfires lead to decreased carbon and increased nitrogen concentrations in upland arctic streams,Scientific Reports,,2045-2322,10.1038/s41598-020-65520-0,https://www.nature.com/articles/s41598-020-65520-0,"The Central Siberian Plateau is undergoing rapid climate change that has resulted in increased frequency of forest fires and subsequent alteration of watershed carbon and nutrient dynamics. Across a watershed chronosequence (3 to >100 years since wildfire) we quantified the effects of fire on quantity and composition of dissolved organic matter (DOM), stream water nutrient concentrations, as well as in-stream nutrient uptake. Wildfires increased concentrations of nitrate for a decade, while decreasing concentrations of dissolved organic carbon and nitrogen (DOC and DON) and aliphatic DOM contribution for five decades. These post-wildfire changes in stream DOM result in lower uptake efficiency of in-stream nitrate in recently burned watersheds. Nitrate uptake (as uptake velocity) is strongly dependent on DOM composition (e.g. polyphenolics), ambient dissolved inorganic nitrogen (DIN), and DOC to DIN ratios. Our observations and experiments suggest that a decade-long pulse of inorganic nitrogen and a reduction of DOC export occur following wildfires in streams draining the Central Siberian Plateau. Increased fire frequency in the region is thus likely to both decrease DOM and increase nitrate delivery to the main stem Yenisei River, and ultimately the Arctic Ocean, in the coming decades.",5/26/20,4/12/23 20:45,4/12/23 20:45,4/12/23 20:45,8722,,1,10,,Sci Rep,,,,,,,,en,2020 The Author(s),,,,www.nature.com,,Number: 1 Publisher: Nature Publishing Group,,C:\Users\guer310\Zotero\storage\QCM32HZ9\Rodríguez-Cardona et al. - 2020 - Wildfires lead to decreased carbon and increased n.pdf,,,Biogeochemistry; Limnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,DKNEQCLQ,journalArticle,2019,"Rust, Ashley J.; Saxe, Samuel; McCray, John; Rhoades, Charles C.; Hogue, Terri S.",Evaluating the factors responsible for post-fire water quality response in forests of the western USA,International Journal of Wildland Fire,,1448-5516,10.1071/WF18191,https://www.publish.csiro.au/wf/WF18191,"Wildfires commonly increase nutrient, carbon, sediment and metal inputs to streams, yet the factors responsible for the type, magnitude and duration of water quality effects are poorly understood. Prior work by the current authors found increased nitrogen, phosphorus and cation exports were common the first 5 post-fire years from a synthesis of 159 wildfires across the western United States. In the current study, an analysis is undertaken to determine factors that best explain post-fire streamwater responses observed in those watersheds. Increased post-fire total nitrogen and phosphorus loading were proportional to the catchment extent of moderate and high burn severity. While post-fire dissolved metal concentrations were correlated with pre-fire soil organic matter. Total metal concentration increased where post-fire Normalised Difference Vegetation Index, a remote sensing indicator of live green vegetation, was low. When pre-fire soil field capacity exceeded 17%, there was a 750% median increase in total metals export to streams. Overall, the current analysis identified burn severity, post-fire vegetation cover and several soil properties as the key variables explaining extended post-fire water quality response across a broad range of conditions found in the western US.",9/3/19,4/14/23 15:11,4/14/23 15:11,4/14/23 15:11,769-784,,10,28,,Int. J. Wildland Fire,,,,,,,,en,,,,,www-publish-csiro-au.oregonstate.idm.oclc.org,,Publisher: CSIRO PUBLISHING,,C:\Users\guer310\Zotero\storage\VLDXGLWI\Rust et al. - 2019 - Evaluating the factors responsible for post-fire w.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,XVLU5WKK,journalArticle,2020,"Sánchez-García, Carmen; Oliveira, Bruna R. F.; Keizer, Jan Jacob; Doerr, Stefan H.; Urbanek, Emilia",Water repellency reduces soil CO2 efflux upon rewetting,Science of The Total Environment,,0048-9697,10.1016/j.scitotenv.2019.135014,https://www.sciencedirect.com/science/article/pii/S0048969719350065,"Carbon dioxide (CO2) efflux from soil represents one of the biggest ecosystem carbon (C) fluxes and high-magnitude pulses caused by rainfall make a substantial contribution to the overall C emissions. It is widely accepted that the drier the soil, the larger the CO2 pulses will be, but this notion has never been tested for water-repellent soils. Soil water repellency (SWR) is a common feature of many soils and is especially prominent after dry periods or fires. An important unanswered question is to what degree SWR affects common assumptions about soil CO2 dynamics. To address this, our study investigates, for the first time, the effect of SWR on the CO2 pulse upon wetting for water-repellent soils from recently burned forest sites. CO2 efflux measurements in response to simulated wetting were conducted both under laboratory and in situ conditions. Experiments were conducted on severely and extremely water-repellent soils, with a wettable scenario simulated by adding a wetting agent to the water. CO2 efflux upon rewetting was significantly lower in the water-repellent scenarios. Under laboratory conditions, CO2 pulse was up to four times lower under the water-repellent scenario as a result of limited wetting, with 70% of applied water draining rapidly via preferential flow paths, leaving much of the soil dry. We suggest that the predominant cause of the lower CO2 pulse in water-repellent soils was the smaller volume of pores in which the CO2 was replaced by infiltrating water, compared to wettable soil. This study shows that SWR should be considered as an important factor when measuring or predicting the CO2 flush upon rewetting of dry soils. Although this study focused mainly on short-term effects of rewetting on CO2 fluxes, the overall implications of SWR on physical changes in soil conditions can be long lasting, with overall larger consequences for C dynamics.",3/15/20,4/12/23 21:21,4/12/23 21:21,4/12/23 21:21,135014,,,708,,Science of The Total Environment,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\guer310\Zotero\storage\2MC7J9CP\Sánchez-García et al. - 2020 - Water repellency reduces soil CO2 efflux upon rewe.pdf,,,Climate change; Birch effect; Hydrophobicity; Rain pulses; Wetting; Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,F,T,L9KCAWH5,journalArticle,2017,"Santín, Cristina; Doerr, Stefan H.; Merino, Agustin; Bucheli, Thomas D.; Bryant, Rob; Ascough, Philippa; Gao, Xiaodong; Masiello, Caroline A.",Carbon sequestration potential and physicochemical properties differ between wildfire charcoals and slow-pyrolysis biochars,Scientific Reports,,2045-2322,10.1038/s41598-017-10455-2,https://www.nature.com/articles/s41598-017-10455-2,"Pyrogenic carbon (PyC), produced naturally (wildfire charcoal) and anthropogenically (biochar), is extensively studied due to its importance in several disciplines, including global climate dynamics, agronomy and paleosciences. Charcoal and biochar are commonly used as analogues for each other to infer respective carbon sequestration potentials, production conditions, and environmental roles and fates. The direct comparability of corresponding natural and anthropogenic PyC, however, has never been tested. Here we compared key physicochemical properties (elemental composition, δ13C and PAHs signatures, chemical recalcitrance, density and porosity) and carbon sequestration potentials of PyC materials formed from two identical feedstocks (pine forest floor and wood) under wildfire charring- and slow-pyrolysis conditions. Wildfire charcoals were formed under higher maximum temperatures and oxygen availabilities, but much shorter heating durations than slow-pyrolysis biochars, resulting in differing physicochemical properties. These differences are particularly relevant regarding their respective roles as carbon sinks, as even the wildfire charcoals formed at the highest temperatures had lower carbon sequestration potentials than most slow-pyrolysis biochars. Our results challenge the common notion that natural charcoal and biochar are well suited as proxies for each other, and suggest that biochar’s environmental residence time may be underestimated when based on natural charcoal as a proxy, and vice versa.",9/11/17,4/12/23 20:47,4/12/23 20:47,4/12/23 20:47,11233,,1,7,,Sci Rep,,,,,,,,en,2017 The Author(s),,,,www.nature.com,,Number: 1 Publisher: Nature Publishing Group,,C:\Users\guer310\Zotero\storage\7J4I7MRY\Santín et al. - 2017 - Carbon sequestration potential and physicochemical.pdf,,,Environmental impact; Carbon cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,IUGD4D2B,journalArticle,2015,"Santín, Cristina; Doerr, Stefan H.; Preston, Caroline M.; González-Rodríguez, Gil",Pyrogenic organic matter production from wildfires: a missing sink in the global carbon cycle,Global Change Biology,,1365-2486,10.1111/gcb.12800,https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.12800,"Wildfires release substantial quantities of carbon (C) into the atmosphere but they also convert part of the burnt biomass into pyrogenic organic matter (PyOM). This is richer in C and, overall, more resistant to environmental degradation than the original biomass, and, therefore, PyOM production is an efficient mechanism for C sequestration. The magnitude of this C sink, however, remains poorly quantified, and current production estimates, which suggest that 1-5% of the C affected by fire is converted to PyOM, are based on incomplete inventories. Here, we quantify, for the first time, the complete range of PyOM components found in-situ immediately after a typical boreal forest fire. We utilized an experimental high-intensity crown fire in a jack pine forest (Pinus banksiana) and carried out a detailed pre- and postfire inventory and quantification of all fuel components, and the PyOM (i.e., all visually charred, blackened materials) produced in each of them. Our results show that, overall, 27.6% of the C affected by fire was retained in PyOM (4.8 ± 0.8 t C ha−1), rather than emitted to the atmosphere (12.6 ± 4.5 t C ha−1). The conversion rates varied substantially between fuel components. For down wood and bark, over half of the C affected was converted to PyOM, whereas for forest floor it was only one quarter, and less than a tenth for needles. If the overall conversion rate found here were applicable to boreal wildfire in general, it would translate into a PyOM production of 100 Tg C yr−1 by wildfire in the global boreal regions, more than five times the amount estimated previously. Our findings suggest that PyOM production from boreal wildfires, and potentially also from other fire-prone ecosystems, may have been underestimated and that its quantitative importance as a C sink warrants its inclusion in the global C budget estimates.",2015,4/12/23 20:41,4/12/23 20:41,4/12/23 20:41,1621-1633,,4,21,,,Pyrogenic organic matter production from wildfires,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.12800,,C:\Users\guer310\Zotero\storage\5CAKBTD2\Santín et al. - 2015 - Pyrogenic organic matter production from wildfires.pdf; C:\Users\guer310\Zotero\storage\3GS4BENZ\gcb.html,,,biochar; black carbon; boreal forest; carbon emissions; charcoal; firesmart experimental fire; pyrogenic carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,CS9MMT75,journalArticle,2018,"Santín, Cristina; Otero, Xose L.; Doerr, Stefan H.; Chafer, Chris J.",Impact of a moderate/high-severity prescribed eucalypt forest fire on soil phosphorous stocks and partitioning,Science of The Total Environment,,0048-9697,10.1016/j.scitotenv.2017.10.116,https://www.sciencedirect.com/science/article/pii/S0048969717328267,"This study examines the direct impact of a moderate/high-severity prescribed fire on phosphorous (P) stocks and partitioning in oligotrophic soils of a dry eucalypt forest within Sydney's water supply catchments, Australia. We also quantify and characterize the P present in the ash produced in this fire, and explore its relationships with the maximum temperatures recorded in the litter layer during the burn. In these oligotrophic soils, P concentrations were already relatively low before the fire (<130mgkg−1, mainly in organic forms). The fire consumed the entire litter layer and the thin Oa soil horizon, creating 6.3±3.1tha−1 of ash, and resulted into direct net P losses of ~7kgha−1. The P lost was mostly organic and there was a moderate net gain of inorganic and non-reactive P forms. Importantly, only a small proportion of the post-fire P was bioavailable (equivalent to ~3% of the total P lost during fire). Higher total P concentrations in ash corresponded with higher maximum temperatures (>650°C) recorded in the burning litter layer, but effects of fire temperature on ash P partitioning were not significant. Fire not only transformed P chemically, but also physically. Our results show that, immediately after fire, up to 2kgha−1 of P was present in the ash layer and, therefore, highly erodible and susceptible to be transported off-site by wind- and water erosion. Even if most of this P was, initially, of low bioavailability, its transfer to depositional environments with different geochemical conditions (e.g. anoxic sediments in water reservoirs) can alter its geochemical forms and availability. Further investigation of potential P transformations off-site is therefore essential, particularly given that SE-Australian water supply catchments are subject to recurrent perturbation by prescribed fire and wildfires. The latter have already resulted in major algal blooms in water supply reservoirs.",4/15/18,4/14/23 15:13,4/14/23 15:13,4/14/23 15:13,1103-1114,,,621,,Science of The Total Environment,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\guer310\Zotero\storage\DMIMI7YA\Santín et al. - 2018 - Impact of a moderatehigh-severity prescribed euca.pdf; C:\Users\guer310\Zotero\storage\XHMRNM7J\S0048969717328267.html,,,Algal blooms; Ash; Bioavailable phosphorus; Fuel reduction burn; Organic phosphorus; P NMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,XVKKIKQS,journalArticle,2019,"Santos, Fernanda; Wymore, Adam S.; Jackson, Breeanne K.; Sullivan, S. Mažeika P.; McDowell, William H.; Berhe, Asmeret Asefaw","Fire severity, time since fire, and site-level characteristics influence streamwater chemistry at baseflow conditions in catchments of the Sierra Nevada, California, USA",Fire Ecology,,1933-9747,10.1186/s42408-018-0022-8,https://doi.org/10.1186/s42408-018-0022-8,"Fire plays an important role in controlling the cycling and composition of organic matter and nutrients in terrestrial and aquatic ecosystems. In this study, we investigated the effects of wildfire severity, time since fire, and site-level characteristics on (1) concentration of multiple solutes (dissolved organic carbon, DOC; total dissolved nitrogen, TDN; dissolved organic nitrogen, DON; calcium, Ca2+; magnesium, Mg2+; potassium, K+; sodium, Na+; chloride, Cl−; nitrate, NO3−; ammonium, NH4+; sulfate, SO42−; and phosphate, PO43−), and (2) the molecular composition of stream-dissolved organic matter (DOM) across 12 streams sampled under baseflow conditions in Yosemite National Park, California, USA. Samples were collected from low- and high-severity burned stream reaches, as well as an unburned reference stream reach.",3/14/19,4/12/23 20:55,4/12/23 20:55,4/12/23 20:55,3,,1,15,,fire ecol,,,,,,,,en,,,,,Springer Link,,,,"C:\Users\guer310\Zotero\storage\2NZP7M4J\Santos et al. - 2019 - Fire severity, time since fire, and site-level cha.pdf",,,wildfire; fire severity; dissolved organic carbon; catchment; 1H-NMR; aromaticity; Sierra Nevada; solute chemistry; streamwater; time since fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,KEHTDF4N,journalArticle,2018,"Saxe, Samuel; Hogue, Terri S.; Hay, Lauren",Characterization and evaluation of controls on post-fire streamflow response across western US watersheds,Hydrology and Earth System Sciences,,1027-5606,10.5194/hess-22-1221-2018,https://hess.copernicus.org/articles/22/1221/2018/,"This research investigates the impact of wildfires on watershed flow regimes, specifically focusing on evaluation of fire events within specified hydroclimatic regions in the western United States, and evaluating the impact of climate and geophysical variables on response. Eighty-two watersheds were identified with at least 10 years of continuous pre-fire daily streamflow records and 5 years of continuous post-fire daily flow records. Percent change in annual runoff ratio, low flows, high flows, peak flows, number of zero flow days, baseflow index, and Richards–Baker flashiness index were calculated for each watershed using pre- and post-fire periods. Independent variables were identified for each watershed and fire event, including topographic, vegetation, climate, burn severity, percent area burned, and soils data.   Results show that low flows, high flows, and peak flows increase in the first 2 years following a wildfire and decrease over time. Relative response was used to scale response variables with the respective percent area of watershed burned in order to compare regional differences in watershed response. To account for variability in precipitation events, runoff ratio was used to compare runoff directly to PRISM precipitation estimates. To account for regional differences in climate patterns, watersheds were divided into nine regions, or clusters, through k-means clustering using climate data, and regression models were produced for watersheds grouped by total area burned. Watersheds in Cluster 9 (eastern California, western Nevada, Oregon) demonstrate a small negative response to observed flow regimes after fire. Cluster 8 watersheds (coastal California) display the greatest flow responses, typically within the first year following wildfire. Most other watersheds show a positive mean relative response. In addition, simple regression models show low correlation between percent watershed burned and streamflow response, implying that other watershed factors strongly influence response.   Spearman correlation identified NDVI, aridity index, percent of a watershed's precipitation that falls as rain, and slope as being positively correlated with post-fire streamflow response. This metric also suggested a negative correlation between response and the soil erodibility factor, watershed area, and percent low burn severity. Regression models identified only moderate burn severity and watershed area as being consistently positively/negatively correlated, respectively, with response. The random forest model identified only slope and percent area burned as significant watershed parameters controlling response.   Results will help inform post-fire runoff management decisions by helping to identify expected changes to flow regimes, as well as facilitate parameterization for model application in burned watersheds.",2/13/18,4/12/23 20:51,4/12/23 20:51,4/12/23 20:51,1221-1237,,2,22,,,,,,,,,,English,,,,,Copernicus Online Journals,,Publisher: Copernicus GmbH,,C:\Users\guer310\Zotero\storage\SDXG67AG\Saxe et al. - 2018 - Characterization and evaluation of controls on pos.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
